date,open,close,high,low,volume,amount,amplitude,pct_chg,rfs,change,pivot
2021-01-04,72.69,72.88,73.39,70.11,106990,769001904.0,4.52,0.52,0.38,1.15,72.12666666666667
2021-01-05,70.96,69.2,72.5,66.51,206546,1416596176.0,8.22,-5.05,-3.68,2.22,69.40333333333332
2021-01-06,69.2,69.49,69.53,66.2,146888,995241616.0,4.81,0.42,0.29,1.58,68.40666666666668
2021-01-07,69.01,68.59,70.17,67.78,90617,623655520.0,3.44,-1.3,-0.9,0.97,68.84666666666666
2021-01-08,68.0,70.4,70.56,66.38,110675,760182336.0,6.09,2.64,1.81,1.19,69.11333333333333
2021-01-11,74.5,78.0,78.88,73.54,209065,1593233136.0,7.59,10.8,7.6,2.24,76.80666666666667
2021-01-12,78.83,79.75,81.17,75.9,143554,1132977136.0,6.76,2.24,1.75,1.54,78.94
2021-01-13,79.99,83.9,86.12,79.99,166078,1386634848.0,7.69,5.2,4.15,1.78,83.33666666666667
2021-01-14,81.86,83.78,85.58,80.17,114655,950649632.0,6.45,-0.14,-0.12,1.23,83.17666666666666
2021-01-15,83.81,81.13,83.88,79.73,80733,655178448.0,4.95,-3.16,-2.65,0.87,81.58
2021-01-18,82.48,82.77,83.81,78.0,85912,704439584.0,7.16,2.02,1.64,0.92,81.52666666666666
2021-01-19,82.5,82.6,83.8,80.6,104589,859719488.0,3.87,-0.21,-0.17,1.12,82.33333333333333
2021-01-20,82.5,85.49,86.79,81.16,94355,799393696.0,6.82,3.5,2.89,1.01,84.48
2021-01-21,86.24,90.51,92.04,86.24,135153,1217094736.0,6.78,5.87,5.02,1.45,89.59666666666668
2021-01-22,91.98,91.98,93.01,87.87,117502,1060204672.0,5.68,1.62,1.47,1.26,90.95333333333333
2021-01-25,90.0,88.53,91.46,85.92,138160,1222156960.0,6.02,-3.75,-3.45,1.48,88.63666666666666
2021-01-26,87.51,83.71,88.53,82.8,110711,938956480.0,6.47,-5.44,-4.82,1.19,85.01333333333332
2021-01-27,85.33,84.15,86.36,82.9,96430,815961520.0,4.13,0.53,0.44,1.04,84.47
2021-01-28,84.44,80.8,85.97,80.5,98095,807722864.0,6.5,-3.98,-3.35,1.05,82.42333333333333
2021-01-29,81.36,81.0,84.28,79.8,82973,680942896.0,5.54,0.25,0.2,0.89,81.69333333333333
2021-02-01,82.98,81.94,82.98,79.34,90125,731782496.0,4.49,1.16,0.94,0.97,81.42
2021-02-02,82.49,85.17,85.88,81.6,104878,885559520.0,5.22,3.94,3.23,1.13,84.21666666666665
2021-02-03,84.3,84.73,86.27,83.01,93661,793895424.0,3.83,-0.52,-0.44,1.01,84.67
2021-02-04,84.0,81.23,84.23,79.2,120796,978931712.0,5.94,-4.13,-3.5,1.3,81.55333333333334
2021-02-05,82.45,81.6,83.09,79.93,81204,661648384.0,3.89,0.46,0.37,0.87,81.54
2021-02-08,81.65,81.06,82.21,79.0,78217,629597104.0,3.93,-0.66,-0.54,0.84,80.75666666666666
2021-02-09,82.22,83.04,83.48,79.69,112226,916788192.0,4.68,2.44,1.98,1.2,82.07000000000001
2021-02-10,83.36,79.5,83.4,78.99,149807,1202227600.0,5.31,-4.26,-3.54,1.61,80.63
2021-02-18,80.7,72.08,81.5,71.46,270449,2000753184.0,12.63,-9.33,-7.42,2.9,75.01333333333332
2021-02-19,72.03,72.41,73.5,70.82,225937,1631005920.0,3.72,0.46,0.33,2.43,72.24333333333333
2021-02-22,72.53,69.31,72.88,68.69,162746,1137677376.0,5.79,-4.28,-3.1,1.75,70.29333333333334
2021-02-23,68.6,69.0,69.69,68.1,117577,809394384.0,2.29,-0.45,-0.31,1.26,68.92999999999999
2021-02-24,68.88,67.12,69.18,66.13,133658,897122672.0,4.42,-2.72,-1.88,1.44,67.47666666666667
2021-02-25,67.3,66.02,67.5,65.88,97426,648476480.0,2.41,-1.64,-1.1,1.05,66.46666666666665
2021-02-26,65.03,64.15,65.8,63.7,125402,808865008.0,3.18,-2.83,-1.87,1.35,64.55
2021-03-01,65.2,66.2,66.6,65.2,114821,758959808.0,2.18,3.2,2.05,1.23,66.0
2021-03-02,66.56,64.61,66.7,64.5,68012,444578784.0,3.32,-2.4,-1.59,0.73,65.27
2021-03-03,65.03,66.02,66.12,64.14,66798,436243008.0,3.06,2.18,1.41,0.72,65.42666666666666
2021-03-04,65.02,63.93,65.78,62.61,102090,653407760.0,4.8,-3.17,-2.09,1.1,64.10666666666667
2021-03-05,62.45,66.43,66.56,62.08,113662,737826496.0,7.01,3.91,2.5,1.22,65.02333333333333
2021-03-08,65.89,63.75,65.98,63.57,122507,788495760.0,3.63,-4.03,-2.68,1.32,64.43333333333334
2021-03-09,63.36,61.1,63.75,60.88,112390,697594160.0,4.5,-4.16,-2.65,1.21,61.91
2021-03-10,62.0,60.21,62.66,60.0,78559,483059104.0,4.35,-1.46,-0.89,0.84,60.95666666666667
2021-03-11,60.42,60.5,62.0,59.81,103945,631410624.0,3.64,0.48,0.29,1.12,60.77
2021-03-12,60.68,59.89,60.8,58.66,98540,587377232.0,3.54,-1.01,-0.61,1.06,59.78333333333333
2021-03-15,59.56,57.42,59.56,56.2,136291,781487824.0,5.61,-4.12,-2.47,1.46,57.72666666666667
2021-03-16,57.43,56.77,58.99,56.54,96166,555197856.0,4.27,-1.13,-0.65,1.03,57.43333333333334
2021-03-17,57.2,58.7,58.91,56.0,107040,620040736.0,5.13,3.4,1.93,1.15,57.870000000000005
2021-03-18,58.46,58.47,58.9,57.67,66586,387066896.0,2.1,-0.39,-0.23,0.71,58.346666666666664
2021-03-19,57.49,56.41,58.04,56.2,70164,399768352.0,3.15,-3.52,-2.06,0.75,56.88333333333333
2021-03-22,56.25,55.6,57.48,55.03,86594,483002256.0,4.34,-1.44,-0.81,0.93,56.03666666666666
2021-03-23,55.96,55.85,56.46,55.2,53548,299352672.0,2.27,0.45,0.25,0.57,55.836666666666666
2021-03-24,55.4,56.55,57.25,54.55,97127,546090048.0,4.83,1.25,0.7,1.04,56.11666666666667
2021-03-25,55.58,57.0,57.8,55.41,57707,327728576.0,4.23,0.8,0.45,0.62,56.73666666666666
2021-03-26,57.01,58.44,59.66,57.0,106248,623915344.0,4.67,2.53,1.44,1.14,58.36666666666667
2021-03-29,58.65,58.4,59.1,57.45,72086,419969008.0,2.82,-0.07,-0.04,0.77,58.31666666666667
2021-03-30,57.9,58.01,59.18,57.69,63694,371903248.0,2.55,-0.67,-0.39,0.68,58.29333333333333
2021-03-31,58.12,58.12,59.08,57.9,65188,380632320.0,2.03,0.19,0.11,0.7,58.36666666666667
2021-04-01,58.5,61.91,62.02,57.85,136194,831308976.0,7.17,6.52,3.79,1.46,60.593333333333334
2021-04-02,61.33,62.29,62.89,60.39,85512,529802768.0,4.04,0.61,0.38,0.92,61.85666666666666
2021-04-06,63.0,63.92,64.77,63.0,115633,740372320.0,2.84,2.62,1.63,1.24,63.89666666666667
2021-04-07,63.69,62.29,63.82,61.1,81540,506285248.0,4.26,-2.55,-1.63,0.88,62.403333333333336
2021-04-08,61.91,62.23,62.53,61.49,36908,229385926.0,1.67,-0.1,-0.06,0.4,62.083333333333336
2021-04-09,61.82,62.59,62.96,61.6,53234,332777984.0,2.19,0.58,0.36,0.57,62.38333333333333
2021-04-12,62.6,60.8,62.6,60.5,46760,285924816.0,3.36,-2.86,-1.79,0.5,61.29999999999999
2021-04-13,60.42,59.56,61.38,59.04,51276,307253488.0,3.85,-2.04,-1.24,0.55,59.99333333333334
2021-04-14,59.18,60.88,61.35,59.17,35839,217630046.0,3.66,2.22,1.32,0.38,60.46666666666667
2021-04-15,60.41,60.37,60.75,59.38,33663,201829258.0,2.25,-0.84,-0.51,0.36,60.166666666666664
2021-04-16,60.29,58.79,60.45,58.45,34387,203127526.0,3.31,-2.62,-1.58,0.37,59.23
2021-04-19,58.71,60.94,61.06,58.17,64731,390617088.0,4.92,3.66,2.15,0.7,60.05666666666667
2021-04-20,60.5,62.86,63.8,60.38,73950,464841072.0,5.61,3.15,1.92,0.79,62.34666666666667
2021-04-21,63.0,63.23,63.42,62.27,53648,337418304.0,1.83,0.59,0.37,0.58,62.97333333333333
2021-04-22,63.03,63.6,64.39,62.41,45019,284807968.0,3.13,0.59,0.37,0.48,63.46666666666667
2021-04-23,64.13,62.88,64.13,61.8,60556,379290992.0,3.66,-1.13,-0.72,0.65,62.93666666666667
