date,open,close,high,low,volume,amount,amplitude,pct_chg,rfs,change,pivot
2021-01-04,7.82,7.78,7.82,7.75,232910,181365861.0,0.89,-0.77,-0.06,0.17,7.783333333333334
2021-01-05,7.79,7.82,7.83,7.72,249748,194024383.0,1.41,0.51,0.04,0.18,7.79
2021-01-06,7.8,7.82,7.86,7.77,214921,168039388.0,1.15,0.0,0.0,0.16,7.816666666666666
2021-01-07,7.84,7.8,7.87,7.71,268305,208488308.0,2.05,-0.26,-0.02,0.2,7.793333333333333
2021-01-08,7.78,7.82,7.82,7.74,225728,175605592.0,1.03,0.26,0.02,0.16,7.793333333333334
2021-01-11,8.0,8.1,8.35,7.97,1093368,890073296.0,4.86,3.58,0.28,0.8,8.14
2021-01-12,8.04,8.15,8.19,7.91,588613,473651120.0,3.46,0.62,0.05,0.43,8.083333333333334
2021-01-13,8.1,8.1,8.13,8.0,406029,327320416.0,1.6,-0.61,-0.05,0.3,8.076666666666668
2021-01-14,8.1,8.15,8.24,8.07,407699,332935536.0,2.1,0.62,0.05,0.3,8.153333333333334
2021-01-15,8.29,8.26,8.42,8.23,901287,750747376.0,2.33,1.35,0.11,0.66,8.303333333333333
2021-01-18,8.23,8.28,8.38,8.11,631994,519311136.0,3.27,0.24,0.02,0.46,8.256666666666668
2021-01-19,8.26,8.37,8.39,8.18,522537,434700928.0,2.54,1.09,0.09,0.38,8.313333333333333
2021-01-20,8.37,8.28,8.41,8.25,321264,266892759.0,1.91,-1.08,-0.09,0.23,8.313333333333333
2021-01-21,8.27,8.27,8.34,8.19,371475,306731024.0,1.81,-0.12,-0.01,0.27,8.266666666666667
2021-01-22,8.27,8.1,8.27,8.08,412087,335100752.0,2.3,-2.06,-0.17,0.3,8.15
2021-01-25,8.07,8.04,8.1,7.97,325195,260791765.0,1.6,-0.74,-0.06,0.24,8.036666666666667
2021-01-26,8.05,8.05,8.15,8.0,288668,232988921.0,1.87,0.12,0.01,0.21,8.066666666666666
2021-01-27,8.06,8.07,8.24,8.04,386536,314409808.0,2.48,0.25,0.02,0.28,8.116666666666667
2021-01-28,8.04,8.1,8.12,7.95,322515,259200192.0,2.11,0.37,0.03,0.24,8.056666666666667
2021-01-29,8.15,8.1,8.23,8.06,373731,304200176.0,2.1,0.0,0.0,0.27,8.13
2021-02-01,8.06,8.33,8.34,8.03,600700,494192736.0,3.83,2.84,0.23,0.44,8.233333333333333
2021-02-02,8.28,8.27,8.37,8.21,358323,296609424.0,1.92,-0.72,-0.06,0.26,8.283333333333333
2021-02-03,8.28,8.28,8.38,8.2,449290,373324048.0,2.18,0.12,0.01,0.33,8.286666666666667
2021-02-04,8.24,8.35,8.45,8.22,561185,468349920.0,2.78,0.85,0.07,0.41,8.340000000000002
2021-02-05,8.33,8.65,8.7,8.31,1150076,988348144.0,4.67,3.59,0.3,0.84,8.553333333333333
2021-02-08,8.63,8.71,8.78,8.49,676417,584987552.0,3.35,0.69,0.06,0.49,8.66
2021-02-09,8.64,8.64,8.68,8.52,512178,440483824.0,1.84,-0.8,-0.07,0.37,8.613333333333333
2021-02-10,8.57,8.51,8.75,8.44,581918,497694896.0,3.59,-1.5,-0.13,0.42,8.566666666666665
2021-02-18,8.53,8.59,8.74,8.52,615449,530659392.0,2.59,0.94,0.08,0.45,8.616666666666665
2021-02-19,8.58,8.67,8.79,8.56,536407,466108048.0,2.68,0.93,0.08,0.39,8.673333333333334
2021-02-22,8.65,8.57,8.65,8.52,479298,411121056.0,1.5,-1.15,-0.1,0.35,8.58
2021-02-23,8.55,8.54,8.72,8.53,449871,387750496.0,2.22,-0.35,-0.03,0.33,8.596666666666666
2021-02-24,8.53,8.46,8.64,8.46,369968,315784864.0,2.11,-0.94,-0.08,0.27,8.520000000000001
2021-02-25,8.52,8.64,8.71,8.46,471571,405003648.0,2.96,2.13,0.18,0.34,8.603333333333333
2021-02-26,8.57,8.38,8.66,8.33,542982,459712336.0,3.82,-3.01,-0.26,0.4,8.456666666666669
2021-03-01,8.39,8.33,8.42,8.26,376489,313830288.0,1.91,-0.6,-0.05,0.27,8.336666666666666
2021-03-02,8.35,8.25,8.37,8.22,302523,250960225.0,1.8,-0.96,-0.08,0.22,8.28
2021-03-03,8.26,8.47,8.48,8.24,481996,405384960.0,2.91,2.67,0.22,0.35,8.396666666666667
2021-03-04,8.44,8.41,8.51,8.35,428083,361053360.0,1.89,-0.71,-0.06,0.31,8.423333333333334
2021-03-05,8.38,8.41,8.46,8.27,377400,315569296.0,2.26,0.0,0.0,0.28,8.38
2021-03-08,8.43,8.46,8.57,8.4,442151,376146784.0,2.02,0.59,0.05,0.32,8.476666666666667
2021-03-09,8.42,8.37,8.56,8.34,459674,388679312.0,2.6,-1.06,-0.09,0.34,8.423333333333332
2021-03-10,8.38,8.34,8.4,8.28,291624,243378375.0,1.43,-0.36,-0.03,0.21,8.34
2021-03-11,8.39,8.53,8.57,8.38,460182,391411696.0,2.28,2.28,0.19,0.34,8.493333333333334
2021-03-12,8.51,8.6,8.68,8.48,474977,407797248.0,2.34,0.82,0.07,0.35,8.586666666666666
2021-03-15,8.6,8.72,8.8,8.58,777235,678506208.0,2.56,1.4,0.12,0.57,8.700000000000001
2021-03-16,8.72,8.79,8.81,8.69,405898,355327712.0,1.38,0.8,0.07,0.3,8.763333333333334
2021-03-17,8.76,8.65,8.78,8.61,372425,323118480.0,1.93,-1.59,-0.14,0.27,8.68
2021-03-18,8.65,8.63,8.7,8.58,257515,222476237.0,1.39,-0.23,-0.02,0.19,8.636666666666668
2021-03-19,8.65,8.52,8.67,8.46,356050,303911232.0,2.43,-1.27,-0.11,0.26,8.55
2021-03-22,8.48,8.58,8.62,8.45,269841,231210295.0,2.0,0.7,0.06,0.2,8.549999999999999
2021-03-23,8.59,8.72,8.74,8.54,426795,370717536.0,2.33,1.63,0.14,0.31,8.666666666666666
2021-03-24,8.73,8.64,8.74,8.6,272291,235497867.0,1.61,-0.92,-0.08,0.2,8.66
2021-03-25,8.6,8.57,8.69,8.51,265848,227865109.0,2.08,-0.81,-0.07,0.19,8.59
2021-03-26,8.58,8.66,8.68,8.54,273419,235435272.0,1.63,1.05,0.09,0.2,8.626666666666667
2021-03-29,8.64,8.77,8.79,8.57,495879,431956032.0,2.54,1.27,0.11,0.36,8.709999999999999
2021-03-30,8.74,8.75,8.78,8.7,264007,230602730.0,0.91,-0.23,-0.02,0.19,8.743333333333332
2021-03-31,8.75,8.79,8.82,8.64,444043,388013104.0,2.06,0.46,0.04,0.32,8.75
2021-04-01,8.76,8.73,8.78,8.65,265173,230863961.0,1.48,-0.68,-0.06,0.19,8.72
2021-04-02,8.71,8.66,8.72,8.63,247208,213979595.0,1.03,-0.8,-0.07,0.18,8.67
2021-04-06,8.67,8.75,8.77,8.64,285934,249976020.0,1.5,1.04,0.09,0.21,8.72
2021-04-07,8.73,8.79,8.85,8.7,395260,347189920.0,1.71,0.46,0.04,0.29,8.78
2021-04-08,8.8,8.68,8.8,8.64,329532,286470848.0,1.82,-1.25,-0.11,0.24,8.706666666666667
2021-04-09,8.67,8.57,8.68,8.56,238589,205454724.0,1.38,-1.27,-0.11,0.17,8.603333333333333
2021-04-12,8.55,8.58,8.64,8.52,159670,137038113.0,1.4,0.12,0.01,0.12,8.58
2021-04-13,8.6,8.49,8.63,8.43,289047,245669798.0,2.33,-1.05,-0.09,0.21,8.516666666666667
2021-04-14,8.48,8.37,8.51,8.33,276250,232171461.0,2.12,-1.41,-0.12,0.2,8.403333333333334
2021-04-15,8.37,8.29,8.38,8.24,250580,207513521.0,1.67,-0.96,-0.08,0.18,8.303333333333333
2021-04-16,8.32,8.3,8.33,8.27,207566,172128795.0,0.72,0.12,0.01,0.15,8.3
2021-04-19,8.29,8.26,8.34,8.23,451081,373117184.0,1.33,-0.48,-0.04,0.33,8.276666666666666
2021-04-20,8.26,8.25,8.3,8.21,367791,303112864.0,1.09,-0.12,-0.01,0.27,8.253333333333334
2021-04-21,8.25,8.35,8.42,8.23,437973,364828176.0,2.3,1.21,0.1,0.32,8.333333333333334
2021-04-22,8.36,8.26,8.36,8.24,266399,220745427.0,1.44,-1.08,-0.09,0.19,8.286666666666667
2021-04-23,8.26,8.3,8.32,8.23,170509,141326764.0,1.09,0.48,0.04,0.12,8.283333333333333
2021-04-26,8.33,8.23,8.34,8.2,293266,242515143.0,1.69,-0.84,-0.07,0.21,8.256666666666666
2021-04-27,8.24,8.18,8.24,8.16,194522,159289435.0,0.97,-0.61,-0.05,0.14,8.193333333333333
2021-04-28,8.19,8.31,8.31,8.14,275990,227687539.0,2.08,1.59,0.13,0.2,8.253333333333336
2021-04-29,8.31,8.5,8.53,8.28,470917,396710160.0,3.01,2.29,0.19,0.34,8.436666666666666
2021-04-30,8.35,8.18,8.35,8.15,669688,549819552.0,2.35,-3.76,-0.32,0.49,8.226666666666667
2021-05-06,8.17,8.23,8.26,8.17,263267,216263889.0,1.1,0.61,0.05,0.19,8.22
2021-05-07,8.23,8.25,8.35,8.21,359681,297657904.0,1.7,0.24,0.02,0.26,8.270000000000001
2021-05-10,8.26,8.21,8.26,8.16,257808,211128442.0,1.21,-0.48,-0.04,0.19,8.21
2021-05-11,8.18,8.26,8.28,8.17,198096,163093855.0,1.34,0.61,0.05,0.14,8.236666666666666
2021-05-12,8.3,8.31,8.33,8.22,251450,208207768.0,1.33,0.61,0.05,0.18,8.286666666666667
2021-05-13,8.27,8.31,8.31,8.23,184586,152556276.0,0.96,0.0,0.0,0.13,8.283333333333333
2021-05-14,8.3,8.42,8.43,8.27,332165,277815888.0,1.93,1.32,0.11,0.24,8.373333333333333
2021-05-17,8.4,8.43,8.48,8.37,219707,185187074.0,1.31,0.12,0.01,0.16,8.426666666666668
2021-05-18,8.42,8.4,8.45,8.37,101390,85209669.0,0.95,-0.36,-0.03,0.07,8.406666666666666
2021-05-19,8.38,8.29,8.4,8.26,176051,146473242.0,1.67,-1.31,-0.11,0.13,8.316666666666666
2021-05-20,8.29,8.37,8.38,8.25,176232,146746471.0,1.57,0.97,0.08,0.13,8.333333333333334
2021-05-21,8.36,8.24,8.41,8.24,263842,218961070.0,2.03,-1.55,-0.13,0.19,8.296666666666667
2021-05-24,8.24,8.26,8.29,8.22,192293,158680022.0,0.85,0.24,0.02,0.14,8.256666666666666
2021-05-25,8.26,8.45,8.47,8.23,441411,369877680.0,2.91,2.3,0.19,0.32,8.383333333333335
2021-05-26,8.44,8.49,8.53,8.4,376079,318891504.0,1.54,0.47,0.04,0.27,8.473333333333334
2021-05-27,8.46,8.43,8.52,8.41,284206,240135726.0,1.3,-0.71,-0.06,0.21,8.453333333333333
2021-05-28,8.44,8.49,8.5,8.42,179523,151913332.0,0.95,0.71,0.06,0.13,8.47
2021-05-31,8.49,8.51,8.51,8.41,186454,157728805.0,1.18,0.24,0.02,0.14,8.476666666666667
2021-06-01,8.46,8.44,8.49,8.39,186678,157465321.0,1.18,-0.82,-0.07,0.14,8.44
2021-06-02,8.43,8.52,8.53,8.35,357520,301582576.0,2.13,0.95,0.08,0.26,8.466666666666667
2021-06-03,8.52,8.59,8.66,8.5,444809,382414720.0,1.88,0.82,0.07,0.32,8.583333333333334
2021-06-04,8.59,8.59,8.68,8.55,327023,281694208.0,1.51,0.0,0.0,0.24,8.606666666666667
2021-06-07,8.58,8.52,8.6,8.5,208221,177670724.0,1.16,-0.81,-0.07,0.15,8.540000000000001
