date,open,close,high,low,volume,amount,amplitude,pct_chg,rfs,change,pivot
2021-01-04,80.5,84.81,84.81,79.99,391494,3265083792.0,6.25,10.0,7.71,1.57,83.20333333333333
2021-01-05,88.39,93.29,93.29,88.0,835538,7671463168.0,6.24,10.0,8.48,3.35,91.52666666666669
2021-01-06,97.5,96.0,99.38,93.29,649267,6196567552.0,6.53,2.9,2.71,2.6,96.22333333333334
2021-01-07,95.46,97.87,97.87,92.4,585272,5572915968.0,5.7,1.95,1.87,2.35,96.04666666666667
2021-01-08,99.0,96.68,99.0,94.43,443459,4276198416.0,4.67,-1.22,-1.19,1.78,96.70333333333333
2021-01-11,95.0,89.01,95.0,87.94,630297,5749836544.0,7.3,-7.93,-7.67,2.53,90.64999999999999
2021-01-12,89.01,90.24,90.49,88.11,334420,2992054080.0,2.67,1.38,1.23,1.34,89.61333333333333
2021-01-13,90.25,88.49,90.7,86.62,308228,2725044384.0,4.52,-1.94,-1.75,1.24,88.60333333333334
2021-01-14,88.5,83.88,89.29,83.65,375246,3215711824.0,6.37,-5.21,-4.61,1.5,85.60666666666667
2021-01-15,84.98,82.2,85.8,81.0,304697,2538690416.0,5.72,-2.0,-1.68,1.22,83.0
2021-01-18,84.01,83.44,84.58,82.05,292418,2441976288.0,3.08,1.51,1.24,1.17,83.35666666666667
2021-01-19,83.44,82.09,83.5,81.21,252104,2073120368.0,2.74,-1.62,-1.35,1.01,82.26666666666667
2021-01-20,81.51,82.55,83.83,81.18,256973,2120246064.0,3.23,0.56,0.46,1.03,82.52
2021-01-21,82.99,83.58,84.4,81.7,292994,2433309184.0,3.27,1.25,1.03,1.17,83.22666666666667
2021-01-22,83.6,81.99,83.66,80.5,305162,2490266976.0,3.78,-1.9,-1.59,1.22,82.05
2021-01-25,82.01,81.46,82.9,81.0,301266,2462760800.0,2.32,-0.65,-0.53,1.21,81.78666666666668
2021-01-26,84.07,87.4,89.61,82.21,757332,6555884032.0,9.08,7.29,5.94,3.04,86.40666666666668
2021-01-27,88.1,92.81,94.63,88.1,621765,5723335424.0,7.47,6.19,5.41,2.49,91.84666666666665
2021-01-28,91.01,92.83,95.43,88.48,492019,4537761280.0,7.49,0.02,0.02,1.97,92.24666666666667
2021-01-29,92.85,88.9,93.9,88.68,381910,3456375792.0,5.62,-4.23,-3.93,1.53,90.49333333333334
2021-02-01,91.0,96.98,97.0,89.44,535876,5085598720.0,8.5,9.09,8.08,2.15,94.47333333333334
2021-02-02,98.5,97.46,99.3,95.65,437305,4257433424.0,3.76,0.49,0.48,1.75,97.46999999999998
2021-02-03,96.0,107.02,107.21,95.04,778330,8076469248.0,12.49,9.81,9.56,3.12,103.08999999999999
2021-02-04,106.0,106.53,108.28,103.02,543600,5773836544.0,4.91,-0.46,-0.49,2.18,105.94333333333334
2021-02-05,108.0,106.53,116.0,105.95,704325,7793055488.0,9.43,0.0,0.0,2.82,109.49333333333334
2021-02-08,111.2,116.4,116.8,110.8,622935,7119969792.0,5.63,9.26,9.87,2.49,114.66666666666667
2021-02-09,116.0,117.5,119.04,114.68,478517,5585156608.0,3.75,0.95,1.1,1.88,117.07333333333334
2021-02-10,116.22,124.55,126.48,115.15,660471,8098145024.0,9.64,6.0,7.05,2.6,122.06
2021-02-18,128.35,118.8,128.4,116.78,615948,7410242304.0,9.33,-4.62,-5.75,2.42,121.32666666666667
2021-02-19,117.97,126.9,130.58,117.94,569273,7101409536.0,10.64,6.82,8.1,2.24,125.14
